,userNickname,title,formattedDate,text,isRecommended,rating,badges,positiveFeedbackCount,negativeFeedbackCount
799,BostonJennyD,Weird squeaky sound,"December 11, 2024","I really wanted to love these shoes. The description said to order a half size down, I did and the shoe was still too big. I ordered a full size down, and they fit, but they made a very weird squeaky sound when walking in them. I believe it's due to the rubber material that the tongue is made out of. Back goes the 2nd pair.",False,2,[],0,0
800,Bbb7,These run true to size for the adidas brand.,"December 11, 2024","Check the men’s and women’s sizing on your adidas, these are the same. If you don’t typically wear adidas, check the European sizing on your current shoes and look at the size chart, this is consistent and reliable",True,5,[],2,0
801,Ezava,Best purchase,"December 11, 2024","Very comfortable, true size. Color exactly has the picture",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
802,Chris,Shoes look great,"December 11, 2024",Shoes have a great unique pattern and I love the burgundy color. Wish shipping was done by anyone but fedex who always had lots of delays,True,5,[],0,0
803,IamE,"Quality and comfortable GOOD, but it is toooo wide","December 11, 2024",Ncinwns jckr al djfnrkabsirnoxmqkc jr aja fifnrkrnri,False,2,[],0,1
804,barry,The retro look really stands out.,"December 10, 2024","I love the retro look. Doesn't look big and clunky like a lot of athletic shoes. Like that the color of the sole blends in with the color of the shoe. Felt a little narrow in the fit, so I make sure not to wear thick socks. Then it's fine.",True,4,['IncentivizedReview'],2,0
805,ohromane,Versatile shoes !,"December 10, 2024",I love the classic look of these shoes. They feel high quality and I can wear them with a dress or with jeans and tee for a casual look :) Love them so much !,True,5,[],0,0
806,Celina,one of my best buys,"December 10, 2024",I love my sl 72. It’s so stylish and so comfy to wear.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
807,Kahlia,Another Collection,"December 10, 2024",The shoes are very classic with a new twist in colours. It’s a nice addition to my collection of the same style.,True,5,[],0,0
808,lainey,too tight at the toe,"December 10, 2024",tight but a nice runner had to return though unfortunately,False,3,[],0,0
809,Mary02,My new favorite shoe,"December 10, 2024",I love the color scheme and the laces just stand out. I love wearing these shoes bc they’re comfortable and nice to look at.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
810,Tuya,Love this design so much that I bought 2 colors,"December 10, 2024",Súper confortable and perfect color. This are the finest sneakers i have,True,5,['IncentivizedReview'],0,0
811,Kmsm,"I loved them, also very comfortable.","December 9, 2024","I loved them, also very comfortable. excellent purchase",True,5,[],1,0
812,Aaangiebee,Great buy,"December 9, 2024",Took these on a trip to Madrid where I walked a ton. The shoes were great. No break in period and we more comfortable for long city walks. Love the colors too.,True,5,['IncentivizedReview'],1,0
813,G2024,Very comfortable,"December 9, 2024","Sized up half a size and they fit perfect, very comfortable would definitely recommend",True,5,['IncentivizedReview'],0,0
814,staceylyn72,Super cute and perfect for what I needed.,"December 9, 2024",They run slightly large size down 1/2 size.  I got a lot of compliments on them,True,4,[],0,0
815,Chris,Beautiful trainers,"December 8, 2024",Getting compliments from random strangers in the street!!,True,5,[],0,0
816,Trudy,Very comfortable,"December 8, 2024","Nice colors, I received a lot of compliments while wearing these",True,5,[],0,0
817,nikki,good,"December 8, 2024","i like sl72 vintage design, but not that comfortable. i love retropy :)",True,5,['top500'],0,0
818,Teejay,Awesome,"December 8, 2024",I love it I will recommend it to my friends and family,True,5,[],0,0
819,rudeboy2,Awesome sneakers and colorway!,"December 8, 2024",I had a pair these sneakers when they were introduced or dropped back in 1972z,True,5,[],0,0
820,Cayena6,Best choose,"December 7, 2024",True size Beautiful  Comfy Fashionable Excellent prices,True,5,['IncentivizedReview'],0,0
821,Bids,Fashionista,"December 7, 2024",Nice shoe at good price. Colourways are always unique and stand out.,True,4,[],0,0
822,VinceS,Great retro trainer,"December 7, 2024","Great looking retro trainer and perfect fit, I would recommend",True,5,['IncentivizedReview'],0,0
823,Maf98,Love iiiiit,"December 7, 2024",Those are pretty comfortable besides that the fabric is a little thin,True,5,[],2,0
824,lxlxlxlxlx,"So stylish, comfy, and lightweight.","December 6, 2024",I've been eyeing  these shoes for a while and finally pulled the trigger.  I'm so happy that I did.  I absolutely love them!,True,5,[],0,0
825,CeeJay777,Great price,"December 6, 2024","Trainers are a good fit for a female, not sure if comments made to do with the size are from males",True,5,['IncentivizedReview'],1,0
826,Christiane,Great,"December 6, 2024",Confortable and colors suit all clothes and all occasions,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
827,vero,Best purchase ever,"December 5, 2024","Very beatifull, but the shoes is big, buy one size less",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
828,DLsun,"Comfy, stylish, but runs about half a size too big","December 5, 2024",So comfy and stylish! I am a true size 8 and this was a bit loose for me even with thicker socks. I have to go down half a size and hope it fits better. I have a sleeker foot profile than the average foot.,True,4,[],1,0
829,Gabro,My best Adidas purchase ever,"December 5, 2024","It’s very beautiful, very new and looks not ordinary",True,5,[],0,0
830,Kiki,Love,"December 4, 2024",Got them in the red and I absolutely love how they fit. Perfect sleek sneaker for the cityscape,True,5,[],1,0
831,GrysNT,In love!,"December 4, 2024","Better, more beautiful and comfortable than expected,",True,5,[],1,0
832,Christy12,Shoe makes terrible noise when you walk,"December 3, 2024",This shoe makes a terrible popping sound when you walk.  I believe it is the circles on the sole that is causing the noise.  I had to return.,False,2,[],1,0
833,Sammy,Great,"December 3, 2024","Stylish, comfortable, retro sneakers. Indigo/green colourway is great",False,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
834,Meximay,One of the best shoes,"December 3, 2024",These shoes are incredibly comfortable and fit perfectly. They complement any style and are easy to clean. I absolutely love them!,True,5,['IncentivizedReview'],0,0
835,D_Belle9,Obsessed,"December 3, 2024",Such a great shoe with style and comfort. Love the color way and the fit was perfect. Obsessed!,True,5,[],0,0
836,HunterJade,The color scheme is very classy. The fit is great,"December 3, 2024","The sneakers are very light, and wearing them all day was very comfortable. They are perfect for walking around the city for hours.",True,5,[],1,0
837,DomD,"Shoe looks great, just a tad too big.","December 3, 2024","Overall really cute shoe! I’d size a half size down, just a tad too big in width and length. I purchased my normal size.",True,4,[],0,0
838,Pilar,Nice design,"December 2, 2024","Has no cushion, support      Love the design and colors but not very comfortable to wear and walk",True,3,['IncentivizedReview'],2,0
839,TC06,Comfortable and stylish,"December 2, 2024",Very comfortable. Recommended size was perfect as these run slightly larger than Sambas. Received complements the first day worn. Love the color way options.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
840,Sonny,Happy with my purchased ☺️,"December 2, 2024","Great looking shoes, the styles and color are very unique",True,5,['IncentivizedReview'],0,0
841,RebecaGA,Excelente compra,"December 2, 2024","Generalmente soy talla 7 las pedí 6,5 me quedaron perfectas",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
842,Estafa,"This product is fantastic, and very comfortable","December 2, 2024",This product was a very excellent purchase and was very good looking,True,5,[],0,0
843,EDDE,Size issues,"December 2, 2024",The sizing is very off. Maybe because of the unisex sizing. I'm usually 7.5. I ordered the 7 and the 7.5. Even the 7 was too loose for me. Makes me not want to order anything online from now on.,False,1,"['VerifiedPurchaser', 'IncentivizedReview']",3,0
844,JLP1707,Best purchase ever.,"December 1, 2024","The shoes are incredible and spectacular, the most beautiful thing I have ever bought.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
845,Chocolated,Cute light and comfy,"December 1, 2024","Cute, light and comfy! Perfect to dress up or down.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
846,Lauracpr89,Best casual shoes I have,"December 1, 2024","Super comfortable with great cushioning and support, these lightweight Adidas shoes are perfect for all-day wear",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",2,0
847,Evgeniia,Thank you,"December 1, 2024",Thank you so much so good and cute also the shoes are so comfortable,True,5,[],0,0
848,Poppi44,Nice shoes. 1/2 too big. Go smaller.,"December 1, 2024",Fun color and easy to pair up with different styles.,True,4,[],0,0
849,Krolcb8,I recommended ordering one size smaller,"December 1, 2024",They are very beautiful and make your looks stand out.,True,5,[],0,0
850,Cynthia21,Size down by .5,"December 1, 2024","Run big, order a half size smaller than usual for a better fit.",True,4,[],1,0
851,RDC85,Excellent alternative to sambas/spezial/gazelles,"December 1, 2024",Slimmer silhouette that looks great dressed up or down. Same sizing as samba/gazelle/spezial— size down 1/2. Great color way.,True,5,[],2,0
852,Oana,I just love them! They are so pretty and special!,"November 30, 2024",Just perfect! I like the colors and the design so much!,True,5,[],0,0
853,AddiFanBoy,Nice purchase! My wife loves them.,"November 30, 2024",I will be getting my daughter a pair since my wife likes them so much.,True,5,[],0,0
854,MariJo,Comfortable and lightweight. Love them!!!,"November 30, 2024",Wish it had better arch support. Perfect for short walks,True,5,[],1,0
855,shon,Great!!!,"November 30, 2024",they are  great. comfortable.  they look stylish.  hope u make more colors,True,5,[],0,0
856,Enrique,Really good purchase,"November 30, 2024",Very good quality but kinda expensive but I think it’s worth,True,4,[],0,0
857,alexa,runs about a half size big,"November 29, 2024","sizing is off by about a half size. I am a true 8.5 women's always, these arrived as a women's 8.5 but they are too loose. also the gluing is uneven around the toe between the sole and the upper leather. had i bought these in the store I would have gotten an 8.",True,2,[],3,0
858,Jen08,Best fashion sneaker,"November 29, 2024",Love the shoe!! Goes with everything and super stylish,True,5,[],0,0
859,ArmyGray7,Always love adidas shoes.,"November 29, 2024",Very retro look. Takes me back to when I was a kid.,True,5,['IncentivizedReview'],0,0
860,OGaddidaswearer,Great pattern! I love them!,"November 29, 2024","Comfortable, stylish and classic. I will purchase more colors.",True,5,[],0,0
861,Journey,The perfect gift,"November 28, 2024",I bought as a gift for my daughter. She absolutely loves them. And gets compliment everywhere she goes.,True,5,['IncentivizedReview'],0,0
862,bnsreviews,Versatile Fall to Spring Shoe,"November 27, 2024","The colors and textures of this shoe is incredible. I have a number of adidas shoes across cleats, sambas, gazelles, etc. And this one may be my favorite! My first pair of SL72 and the first of many.   I did size down a half size due to the product recommendation. Instead of a womens 10 I got a 9.5 and it fits perfect! BUT I do have narrow feet, if I had wide feed the 10 would work just fine.",True,5,[],1,0
863,Vicky70,Good purchase,"November 27, 2024","The Adidas SL 72 is a retro -inspired sneaker that blends vintage charm with modern comfort.Ideal for casual wear, the SL 72 stands out as a versatile and fashionable throwback.",True,5,['IncentivizedReview'],0,0
864,Jmyeo57,Really looking good trainer,"November 27, 2024","Really comfortable trainer, really good looking trainer",True,5,[],0,0
865,Ju83,Best purchase ever,"November 27, 2024","Amazing shoes, impeccable quality! Was exactly what i was expecting.",True,5,['IncentivizedReview'],0,0
866,SpuggieB,They make me smile. Gorgeous!,"November 27, 2024","Dress up, dress down. They go with anything. Love the metallic look.",True,5,[],0,0
867,customerservice.,love them love the colors everything,"November 27, 2024",I love the color beautiful. very comfortable. I really recommend these shoes. I'm about to get a new pair. different colors.,True,5,[],0,0
868,Kristen_PN,The shoe comfortability has made them grow on me.,"November 27, 2024","These shoes have really grown on me. I wanted to try something a little different from my norm in terms of color and shape. They have been great for the fall. They are super comfortable. I honestly need a half size smaller, but I’ve made it work.",True,5,[],0,0
869,Annie,received in bad condition,"November 26, 2024",shoe was sent in bad condition! looks like this was worn/tried on horribly prior to reaching me!,False,1,[],3,0
870,CatH,Looks great but noisy when walking,"November 26, 2024","I really wanted to love this show but due to the material around the toe area, it made a noise when I walked",True,4,[],1,0
871,VicY,Great looking and very comfortable and light.,"November 26, 2024",Best color for this season. Very good looking. Getting a lot of compliments every day,True,5,[],0,0
872,JhoaO,PRETTY GORGEOUS,"November 26, 2024","I bought those for a gift and really love them Looks so beautiful, amazing quality!!",True,5,[],0,0
873,Vusi,Stylish and comfortable,"November 25, 2024","I saw it onlinr and fall in love. It's so stylish and timeless. It's thinner, not bulky, so very light while walking. I got my usual Adidas size US 6 . I received several compliments",True,5,[],0,0
874,Dottiedaisy,Shoe with Sole,"November 25, 2024",Timeless classic! Comfortable fitting abs looks sharp.,True,5,['IncentivizedReview'],0,0
875,JoAL,Super comfy!,"November 25, 2024","Super cool, on trend colour with gorgeous material that makes them a bit special and very comfy too!",True,5,['IncentivizedReview'],0,0
876,YGOs,Great material and color combination.,"November 25, 2024",Colors and materials used were very attractive. Looks even better in person!,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
877,Gabe,Great looking and fashionable kicks!,"November 25, 2024",Nothing like it out there! I can’t wait to style them.,True,5,[],1,0
878,Lili,Unique colour combination.,"November 24, 2024","I love these trainers. They are very comfortable and have a unique colour combination, perfect for both office and city walks.",True,5,['IncentivizedReview'],0,1
879,Graces77,Not as comfortable as Sambas,"November 24, 2024",Cool and stylish. Not as comfortable  as I thought.,True,3,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
880,KC02,These are great sneakers,"November 24, 2024","These sneakers are great. They’re comfortable, stylish, and great quality.",True,5,['top250'],0,0
881,Mooky,nice show,"November 24, 2024",I was looking for a different show to go with some adidas sweats.  these are perfect.  they have to samba look with more comfort.,True,5,[],0,0
882,SarahL,The shoe of the season!,"November 24, 2024",Beautiful color way! It’s the absolute best pick for this season.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
883,Stef,The shoes are cute but got a return pair & dirty,"November 23, 2024",The back and inside of the shoe were dirty. I am taking them back.,True,4,[],0,0
884,undefined,Very pleased with the purchase,"November 23, 2024",Classy casual looking shoe.  Dresses up the jeans look.,True,5,['IncentivizedReview'],0,0
885,moody2,perfectly on trend,"November 23, 2024",so happy with the fit and style. Best trainers I've bought in a long time. Will definitely be getting another colourway,True,5,[],0,0
886,DDDD,"Looks good, comfortable.","November 23, 2024",They look good. I would prefer the red and white but it’s the winter now.,True,4,['IncentivizedReview'],0,0
887,segooner,quality shoe Mrs is loving them,"November 22, 2024",great colour great material on trend looks banging,True,5,[],0,0
888,Raymond,A. Very good sneakers,"November 22, 2024",It’s neat and comfortable I would definitely recommend it to anyone,True,5,['IncentivizedReview'],0,0
889,Niecey,always enjoy an old school throw back,"November 22, 2024","nice and affordable purchase, stylish  and   comfortable",True,5,[],0,0
890,Rico24,Flawless,"November 22, 2024",Unique stylishly made OG wish they made more colors,True,5,[],0,0
891,Jackie,Great shoes. So comfortable and cute!,"November 22, 2024",Cute and chic  :) :)  So comfortable and highly recommend :),True,5,[],0,0
892,Javi17,Best purchase,"November 21, 2024","The material and size is perfect, it is always good to buy this style",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
893,WishingforSummer,Awesome shoes,"November 21, 2024","I wanted these as a kid, but was never able to talk my mom into buying them. Love these shoes and always get compliments on them.",True,5,[],1,0
894,Cathy8,Great purchase,"November 21, 2024",I get so many compliments on these shoes. They’re comfortable.,True,5,['IncentivizedReview'],0,0
895,Eopt,"Look good, feel hard.","November 21, 2024","Love the look of these shoes, go with everything. Unfortunately they are really hard soled and not ideal for wearing all day as they were intended",False,3,[],0,0
896,tater,awesome,"November 21, 2024","I love it,.,.. Thanks for the great quality adidas",True,5,[],0,0
897,Julia,Size off,"November 20, 2024",Size all off.  True women size 8.5 i wear only adidas sneakers but unfortunately they are so so big.  Ordered again another 2 pairs different size will see how they going to fit.,False,3,[],2,0
898,Felipe,Nice,"November 20, 2024",I love this tenis. The Coker is great good quality,True,5,['top100'],0,1
899,Joyride,Lovely,"November 20, 2024",Lovely light weight shoe. I’m sure would be great for running etc but mine will be purely for show and my my they look good,True,5,[],0,0
900,Kav13,Want to buy them in every colour,"November 20, 2024","Staple in my wardrobe, colour is great can wear with most things",True,5,[],0,0
901,TrixieB,Hot shoe alert,"November 20, 2024",These shoes are in heavy rotation and I get compliments every time I wear them.,True,5,['IncentivizedReview'],0,0
902,JK22,Classic,"November 20, 2024","I’d you have a narrow foot, great fit. Size 1/2 size down, run big",True,5,['IncentivizedReview'],0,0
903,Simon417,New shoes with a vintage look.,"November 20, 2024","Love the vintage color way, the green leather adds a nice subtle color. 1/2 size down for the best fit.",True,5,['IncentivizedReview'],0,0
904,pugetish,this is a pair,"November 19, 2024","this is a pair of trainers with a 75 on the back, pretty speah",True,5,[],0,0
905,Shawnielove,Cute & Sexy,"November 19, 2024",Comfortable cute and sexy! Made my outfit pop everything I wanted,True,5,['IncentivizedReview'],0,0
906,PABX,Super comfy and look great!,"November 19, 2024",Lovely colour way and the boucle is a great addition,True,5,[],0,0
907,Janes1933,Wrong sizing,"November 19, 2024",It was at least one size too large. I can’t exchange because it’s all sold out.,False,1,[],2,0
908,Lich,Runs big go half size down,"November 19, 2024",Runs big go half size or full size down Color is lovely,True,5,[],0,0
909,Ken000,I feel good when I wear my Sambas OG with stripes.,"November 19, 2024",I was drawn to its classic look.In the 1970's I wore several pairs of the model called Country with its three green stripes.I was one of the first to wear Adidas as a casual shoe rather than an athletic shoe.,True,5,['IncentivizedReview'],0,0
910,billyb92,brilliant trainers,"November 18, 2024",really comfortable in all conditions jjjjjjjjjjjjjj,True,5,[],0,0
911,Angel,Poor quality,"November 18, 2024","They seem like they are not original, you can see the glue",False,2,[],2,1
912,tennisgal,Love love love!,"November 18, 2024",Love love love! Went down a half size from usual.  Comfortable.,True,5,['IncentivizedReview'],1,0
913,NashvilleG,Do not order,"November 18, 2024",I ordered and they were way too large. Exchanged for a smaller size. Adidas and FedEx both list as “delivered” but the photo of the package is not even of my home. Appalling customer service. Very disappointed.,False,1,['IncentivizedReview'],2,0
914,DreaG,Stand out in comfort,"November 17, 2024","The shoe elevates any outfit and makes a statement. They are extremely comfortable even for my flat feet, which is hard to find.  Love these!!",True,5,['IncentivizedReview'],2,0
915,shhsb7,"worth it to buy, the best shoes I ever purchased","November 17, 2024","best shoes to wear, worth it every single penny because it's comfortable and economical",True,5,[],1,0
916,Rosa,Best shoes,"November 17, 2024","So comfortable and looks good on, they are very easy to wear as well",True,5,['IncentivizedReview'],0,0
917,wdharri,very good shoe and color combination.,"November 17, 2024",light weight shoe and it feel comfortable to wear.,True,4,[],0,0
918,Robin48,I am a solid size 10 and these are too big.,"November 16, 2024",I would like to exchange these shoes and unable to. I don’t want to exchange online because I need to try the shoes on to make sure they fit.,False,2,[],1,0
919,FancyFeet!,Gorgeous. Sherbet. Watermelon. Pink and Red,"November 16, 2024","I cant stand people looking at me but Im freaking wearing these!  My son said I was too old to wear them and there was a crazy lady down the road wearng bright pink shoes, that people will mistaken me for her.  I said, I don't speak like that lady so they wont mistaken me for her.. and I dont care! I love these shoes.",True,5,[],1,0
920,sneakerfan,Had to have them!,"November 16, 2024",It’s just so great looking! Colors are fantastic! Comfortable.,True,5,['IncentivizedReview'],0,0
921,Rkrbro,Unique,"November 16, 2024","One of a kind, comfortable, affordable, fun, good looking .",True,5,['IncentivizedReview'],0,0
922,ShoeLover303,I love the silver and black. Super sporty and chic,"November 15, 2024",The sneakers are so comfortable; ran true to size and width. Excellent quality!,True,5,[],0,0
923,BBam,Excellent - unusual & comfy,"November 15, 2024",Gorgeous trainers - fit well - look great - really unusual colour / design,True,5,['IncentivizedReview'],0,0
924,HBGEllieSinead,Smart and stylish shoes,"November 15, 2024",The colour and shape - I really like neat footwear and trainers and these are my style. If I could amend one thing - it would be thing have slightly more padding in the shoe material.,True,4,['IncentivizedReview'],0,0
925,Chen,Received wrong item,"November 15, 2024",Never received it. Sent me a wrong item. NOW you don’t have my size.,True,1,['IncentivizedReview'],0,0
926,Debby,Great looking shoe.,"November 15, 2024",Comfortable can be dressed up or down. Great for holidays.,True,5,[],0,0
927,Vusi,Stylish daily shoe,"November 14, 2024","Color definitely is unique one. It's daily trainer, very comfortable, not heavy. Size is just right one. My usual shoe size is US3, but on trainer I al usually US6 size and it fits perfectly. The material is good, but think. I would say it's good for spring, autumn and even summer. But let's see I will try in winter as well as it has suede cover.",True,5,[],1,0
928,undefined,Best purchase I’ve made,"November 14, 2024",Light shoes gives great fit and awesome style very unique,True,5,['IncentivizedReview'],0,0
929,edas745,Good choice,"November 14, 2024",Amazing colours and comfortable shoes 👌 Recommend for active people,True,5,['IncentivizedReview'],0,0
930,TrainerGirl,The least attractive SL76 yet,"November 14, 2024","They are poorly made, glue us visible around the sole. fabric was overstretched when sewn. Overall, disappointing, compared to other Adidas.  They certainly don’t feel like a special addition for their valuable customers.",False,2,[],0,0
931,sideway,Very satisfied,"November 13, 2024",Its comfortable and very good looking.  I never knew trainers could be this stylish,True,5,['IncentivizedReview'],1,0
932,FreeMarketMaven,Unique color combo and a super comfortable fit,"November 13, 2024","Nice departure from the ubiquitous (though loved) Samba. Comfortable and cozy. Had to return my usual 8 for a 7.5, so may run big. Gorgeous emerald jungle green -- a color that looks great on everyone -- plus accents of red and cream combine for a unique look for fall, holiday and winter. A perfect combo if you're Italian or just love 'em!  ; )",True,5,['IncentivizedReview'],0,0
933,Ohjoy,Oldie but goody,"November 13, 2024",The SL 72 OG is surprisingly comfortable for casual activities and super cute on foot. I was pleasantly surprised how well the silver works with everything.,True,5,['IncentivizedReview'],0,0
934,Clau,So confortable and great addition for this season,"November 13, 2024",I love the color and style and how comfortable they are,True,5,[],0,0
935,alou,Nice shoe,"November 12, 2024",Stylish and nice recommend buy smaller size tho shipment was fast,True,4,[],0,0
936,JoeStanSmith,Comfy and Cool,"November 12, 2024","I purchased the black SL 72 months ago, and this pair meets my expectations",True,5,['IncentivizedReview'],0,1
937,wow247,look cool,"November 11, 2024","Nice design, comfortable fun stand out wear definitely recommended",True,5,[],1,0
938,jangojimbo,comfortable retro trainers,"November 11, 2024","Supremely comfortable shoes. This colourway is apparently for women, they looked too good to pass up. I wear 8.5 UK Gazelles and bought these in 8.5",True,5,['IncentivizedReview'],0,0
939,rjay,good product its more comfertable against other og,"November 11, 2024",good product i like it its great comfort against other shoe,True,5,[],0,0
940,dechrachel,Looks good and comfortable,"November 11, 2024",My firends are all jealous of this style! They look good with virtually any fit. True adidas comfort and elevated style.,True,5,['IncentivizedReview'],0,0
941,MomofJD3,Glad I gave them a second look,"November 11, 2024","Well they’re not Sambas! Though I love that style, these separate my feet from Others on the street. You can jazz up wide -leg pants, and make a statement when rocking a track suit. They are comfortable and lightweight. Definitely recommend",True,5,['IncentivizedReview'],0,0
942,Slg24,Great purchase,"November 11, 2024",Love the colours and very comfortable to wear. Well designed shoe,True,5,[],0,0
943,ShoeAddictTX,Gorgeous! Go with everything ❣️,"November 11, 2024",Run big so size down 1/2 to a full size.  Beautiful and very comfy,True,5,['IncentivizedReview'],0,0
944,Adidaslover,Excelente,"November 11, 2024",The best model in adidas.. The color is amazing. Excellent,True,5,[],0,0
945,RunnerGuy58,Great purchase,"November 11, 2024",Love the colors Very stylish  Comfortable to wear.,True,5,[],1,0
946,Purple&Gold,Comfortable!!,"November 10, 2024",I love the colorand they're comfortable!! I am a sucker for comfort!!  That's why I buy A LOT of Adidas clothing and shoes...,True,5,['IncentivizedReview'],1,0
947,neal,wonderful timeless product,"November 10, 2024",classic....and timeless trainer.....wonderful combination of colours and great design,True,5,['IncentivizedReview'],1,0
948,Vicky,Great trainers!,"November 10, 2024",I’ve had so many compliments on these trainers. They are a bit brighter than they appear in the photos online but still nice.,True,5,[],0,0
949,kyoung,Love it but size is too big!,"November 10, 2024","loved the design, color -etc but size 8 is too big.  In the begining, didn't realized, so took the tag off and wore it and then after a couple of days of using, realized size is too big.  I should have ordered size 7.5.  Well, I can't retun now.  Not sure how much I will wear since it is too loose.",True,3,['IncentivizedReview'],0,0
950,NashvilleCBH,Very comfy,"November 10, 2024","Super comfortable, just make sure the tongue is situated correctly or will rub.  The “ tongue” is thin and folds at times.  The shoe is true to size and stylish and comfy, highly recommend.",True,5,['IncentivizedReview'],0,0
951,Dee31,Nice but run big,"November 10, 2024",Like the shoes but they run big and now are sold out so I can’t exchange.,True,3,['IncentivizedReview'],0,0
952,Alldaywalker,Not the best,"November 10, 2024","I love the color of these shoes and the design on the tongue, Unfortunately, the negative outways the positive. The tongue is hard and presses into the front of the leg and the back rubs high on the heel so make sure to wear at least ankle socks. Also, the material is very plastic like, vinyl so it makes a lot of crunchy noises.",False,2,['IncentivizedReview'],1,0
953,Husband,My wife loved it! Wears it for most casual things,"November 9, 2024",Would recommend to purchase again! This is a good pair for all activities,True,5,[],0,0
954,Outraged,Very poor customer service,"November 9, 2024",I would not recommend buying from this website. First of all they sent the wrong size and I even sent a picture of the box that clearly has the incorrect size on and they said they did not. They would not let me return the item . Very poor customer service. Be very careful with your purchase!!!,False,1,['IncentivizedReview'],5,0
955,Mr.D,its unusual to get an sl72 in leather upper.,"November 9, 2024",A lovely edition to the Collection.  The sl72 in leather.,True,4,[],0,0
956,GreatGazoo,"Fun, versatile and comfy all-purpose shoe.","November 9, 2024","Stylish, versatile, lightweight. Will wear this a lot, when I get the right size. I have many Adis and always wear a 7. These run large - One size too big.",True,4,[],1,0
957,Zamke,Good shooter but they send me big size,"November 9, 2024",made of quality materials. I recommend. I really liked it. But they sent not size 9 but 10. That's why I returned it.,True,5,[],0,0
958,WayneD,2nd best sneakers at St James Park,"November 8, 2024","Okay so lets start of with the boring stuff. Comfort, these are not slippers but they are not clogs. Overall probably somewhere in the middle but you don't buy trainers that look this good and expect them to be comfy too.  The good stuff... so first time I have them on Im walking through Newcastle with my son before the game in the Carabao Cup against Chelsea and I'm getting looks all the time. There is people on the bus pointing and then a just eat delivery bike did a double take at their awesomeness and just missed a bin.  I stepped into St James Park and I thought 'I've got the snazziest sneakers here and there is 50,000 people here' And then I saw it, Someone with Adidas Brown Ale Samba. I still made it into the top two and I'm happy with that.",True,5,['IncentivizedReview'],0,0
959,Ginger08312,A great classic,"November 8, 2024","While these shoes were made for running, I love to wear them walking around the city. The burgundy is rich and the blue is a nice deep navy blue. I wear these with jeans or dress pants.",True,5,[],0,0
960,Miguel,Good style,"November 8, 2024",The design and colors but the materials have become cheap,True,4,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
961,Alicia,SL 72 OG aka My Silver Stunners.!,"November 8, 2024",The SL 72 OG Shoe is extremely comfortable and stylish. These sneakers look great dressed up or down. I can wear them casually and do a 5-mile walk in these babies.,True,5,['IncentivizedReview'],1,0
962,Villaboy,Nice,"November 7, 2024","Lovely colours on the 75th anniversary edition, comfortable",True,5,[],0,0
963,MoZee,I love this sneakers. It’s comfortable and stylish,"November 7, 2024",Please make it in shades of brown. Don’t add black to the bottom. I said shades of brown.,True,5,[],0,1
964,Jax14,Perfect and look spot on,"November 7, 2024",Perfect fit and they look spot on…other colours available too,True,5,['IncentivizedReview'],0,0
965,Edwin,most comfortable shoes ever,"November 7, 2024",great fit and very stylish. it’s an amazing deal and it is very comfortable,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
966,TTV24,Unique and fabulous,"November 6, 2024",Absolutely stunning trainers. Have had so many compliments already. They are different than anything others are wearing. Well done Adidas. Smashed it.,True,5,['IncentivizedReview'],0,0
967,YNWH,Love my shoes!,"November 6, 2024",It’s a great looking shoe. The silver colored leather adds a nice touch to my dress pants and business wear.,True,5,['IncentivizedReview'],0,0
968,Chris3,These shoes are stylish and comfortable.,"November 6, 2024",They are a classic shoe. Easy to wear ang go with everything,True,5,[],0,0
969,disappointed,Shoe runs large beware!,"November 6, 2024","The fit runs large. I didn’t expect it to be a littletoo big for me. Also, I didn’t think the brocade. Would be so shiny. I would’ve liked it to be a little less bright.",True,3,['IncentivizedReview'],3,0
970,emsca,Stylish,"November 5, 2024",I love the color wave and easy style.  A good lifestyle shoe. I wear a women's 8 and always wear a 6.5 in mens Adidas.,True,5,['IncentivizedReview'],2,0
971,MissesSmith2U,Stylish and Comfy,"November 5, 2024","Upon opening, I fell in love with these shoes! they're so stylish and very detailed! I work in healthcare and they are so comfy as well! standing for a long time does not hurt my feet! I highly recommened!",True,5,[],0,0
972,Marga,Size down,"November 5, 2024","This runs large. I usually get a 23 cm shoe size, as I walk and stay on my feet a lot but I needed to size down for this shoe.",True,3,[],3,0
